Date,City,Latitude,Longitude,Temperature (°C),Weather,Panel Type,Mount Type,Tilt (°),Panel Efficiency (%),Solar Irradiance (kWh/m²/day),Output Power (W),Estimated Daily Output (kWh)
11/25/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/25/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/26/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/26/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/26/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/26/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/26/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/26/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/27/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/27/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/27/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/27/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/27/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/27/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/28/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/28/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/28/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/28/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/28/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/28/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/29/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/29/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/29/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/29/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/29/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/29/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/30/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/30/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/30/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/30/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/30/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/30/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
12/1/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/1/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/1/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/1/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/1/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/1/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/2/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/2/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/2/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/2/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/2/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/2/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/3/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/3/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/3/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/3/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/3/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/3/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/4/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/4/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/4/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/4/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/4/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/4/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/5/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/5/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/5/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/5/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/5/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/5/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/6/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/6/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/6/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/6/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/6/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/6/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/7/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/7/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/7/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/7/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/7/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/7/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/8/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/8/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/8/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/8/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/8/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/8/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/9/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/9/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/9/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/9/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/9/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/9/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/10/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/10/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/10/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/10/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/10/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/10/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/11/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/11/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/11/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/11/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/11/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/11/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/12/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/12/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/12/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/12/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/12/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/12/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/13/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/13/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/13/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/13/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/13/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/13/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/14/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/14/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/14/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/14/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/14/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/14/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/15/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/15/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/15/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/15/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/15/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/15/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/16/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/16/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/16/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/16/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/16/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/16/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/17/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/17/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/17/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/17/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/17/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/17/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/18/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/18/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/18/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/18/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/18/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/18/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/19/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/19/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/19/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/19/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/19/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/19/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/20/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/20/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/20/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/20/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/20/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/20/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/21/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/21/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/21/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/21/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/21/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/21/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/22/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/22/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/22/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/22/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/22/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/22/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/23/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/23/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/23/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/23/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/23/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/23/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/24/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/24/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/24/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/24/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/24/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/24/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/25/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/25/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/25/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/25/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/25/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/25/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/26/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/26/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/26/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/26/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/26/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/26/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/27/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/27/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/27/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/27/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/27/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/27/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/28/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/28/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/28/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/28/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/28/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/28/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/29/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/29/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/29/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/29/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/29/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/29/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/30/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/30/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/30/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/30/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/30/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/30/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
12/31/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Rooftop,25,22,6.01,2.12,22.67
12/31/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Rooftop,25,18,6.01,1.73,22.67
12/31/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Rooftop,25,12,6.01,1.15,22.67
12/31/2024,Mecca,21.3891,39.8579,20,clear sky,Monocrystalline,Ground,15,22,5.51,1.94,20.81
12/31/2024,Mecca,21.3891,39.8579,20,clear sky,Polycrystalline,Ground,15,18,5.51,1.59,20.81
12/31/2024,Mecca,21.3891,39.8579,20,clear sky,Thin-Film,Ground,15,12,5.51,1.06,20.81
1/1/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Rooftop,25,22,6.14,2.16,23.59
1/1/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Rooftop,25,18,6.14,1.77,23.59
1/1/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Rooftop,25,12,6.14,1.18,23.59
1/1/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Ground,15,22,5.62,1.98,21.61
1/1/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Ground,15,18,5.62,1.62,21.61
1/1/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Ground,15,12,5.62,1.08,21.61
1/2/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Rooftop,25,22,6.14,2.16,23.59
1/2/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Rooftop,25,18,6.14,1.77,23.59
1/2/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Rooftop,25,12,6.14,1.18,23.59
1/2/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Ground,15,22,5.62,1.98,21.61
1/2/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Ground,15,18,5.62,1.62,21.61
1/2/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Ground,15,12,5.62,1.08,21.61
1/3/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Rooftop,25,22,6.14,2.16,23.59
1/3/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Rooftop,25,18,6.14,1.77,23.59
1/3/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Rooftop,25,12,6.14,1.18,23.59
1/3/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Ground,15,22,5.62,1.98,21.61
1/3/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Ground,15,18,5.62,1.62,21.61
1/3/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Ground,15,12,5.62,1.08,21.61
1/4/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Rooftop,25,22,6.14,2.16,23.59
1/4/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Rooftop,25,18,6.14,1.77,23.59
1/4/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Rooftop,25,12,6.14,1.18,23.59
1/4/2024,Medina,24.5247,39.5692,18,few clouds,Monocrystalline,Ground,15,22,5.62,1.98,21.61
1/4/2024,Medina,24.5247,39.5692,18,few clouds,Polycrystalline,Ground,15,18,5.62,1.62,21.61
1/4/2024,Medina,24.5247,39.5692,18,few clouds,Thin-Film,Ground,15,12,5.62,1.08,21.61
